Weight,ProductVisibility,MRP,FatContent_Regular,ProductType_Breads,ProductType_Breakfast,ProductType_Canned,ProductType_Dairy,ProductType_Frozen Foods,ProductType_Fruits and Vegetables,ProductType_Hard Drinks,ProductType_Health and Hygiene,ProductType_Household,ProductType_Meat,ProductType_Others,ProductType_Seafood,ProductType_Snack Foods,ProductType_Soft Drinks,ProductType_Starchy Foods,OutletSize_Medium,OutletSize_Small,LocationType_Tier 2,LocationType_Tier 3,OutletType_Supermarket Type1,OutletType_Supermarket Type2,OutletType_Supermarket Type3,OutletAge,Actual_OutletSales,Predicted_OutletSales
19.6,0.025286583,151.8024,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,28,1366.2216,2298.5787557258764
12.857645184135976,0.058451805,79.9618,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,40,241.6854,2094.6495232558236
12.857645184135976,0.0,121.044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,40,2396.88,2094.6495232558236
16.35,0.032538896,165.7842,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,28,2652.5472,2479.2880381898276
17.75,0.073396761,35.1216,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,21,830.9184,2094.6495232558236
12.15,0.145013434,225.0404,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,21,4950.8888,2479.2880381898276
14.15,0.03593692,41.0138,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,21,771.6622,2094.6495232558236
5.78,0.0,263.7568,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,18,2636.568,2479.2880381898276
20.1,0.077389797,60.8536,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,38,1347.5792,2094.6495232558236
12.857645184135976,0.048637888,149.7708,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,40,150.4708,2298.5787557258764
14.85,0.060967038,254.3698,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,21,4566.0564,2479.2880381898276
5.465,0.048625599,129.2626,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,23,1311.626,2094.6495232558236
18.6,0.152294691,98.9358,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,26,1508.037,2094.6495232558236
9.0,0.079279489,77.2644,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,38,1335.5948,2094.6495232558236
12.857645184135976,0.123449671,89.7488,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,40,1901.5248,2094.6495232558236
17.85,0.0,93.1436,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,23,2174.5028,2094.6495232558236
8.77,0.046844194,174.2422,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,26,1379.5376,2479.2880381898276
5.94,0.035084073,176.4344,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,18,2141.2128,2479.2880381898276
8.93,0.0,53.2614,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,26,552.614,2094.6495232558236
12.857645184135976,0.054846706,147.3734,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,40,3266.4148,2745.2837966646603
9.285,0.049280292,245.6144,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,28,3920.2304,2479.2880381898276
12.857645184135976,0.0,84.5908,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,40,3020.0688,2094.6495232558236
8.31,0.0,177.4028,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,28,3896.2616,2479.2880381898276
13.35,0.139735226,147.5392,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,23,3877.6192,2298.5787557258764
17.0,0.055545797,220.5114,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,23,5321.0736,2479.2880381898276
5.425,0.115119905,88.3514,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,18,1416.8224,2094.6495232558236
19.0,0.017755213,211.7244,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,23,2752.4172,2479.2880381898276
12.857645184135976,0.023339367,94.8778,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,40,4036.7454,2094.6495232558236
12.857645184135976,0.086983591,219.8456,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,40,1547.3192,3178.661732144425
5.59,0.05671761,62.9168,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,23,1406.1696,2094.6495232558236
8.5,0.097884718,52.5324,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,28,1194.4452,2094.6495232558236
10.895,0.03263762,147.7102,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,18,1895.5326,2298.5787557258764
8.895,0.08125293,49.8008,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,23,1062.6168,2094.6495232558236
17.7,0.016622448,50.2034,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,26,1166.4816,2094.6495232558236
9.31,0.037923509,61.651,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,38,379.506,2094.6495232558236
17.6,0.056379439,42.7454,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,26,293.6178,2094.6495232558236
17.85,0.018097419,96.9094,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,16,1332.9316,2094.6495232558236
19.6,0.040550868,45.5718,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,27,47.2718,2094.6495232558236
13.35,0.091723066,148.8708,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,18,3761.77,2298.5787557258764
7.475,0.148492521,240.6854,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,21,1691.7978,2479.2880381898276
17.5,0.013692598,259.7304,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,16,3616.6256,2479.2880381898276
12.35,0.072541731,48.5692,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,23,886.8456,2094.6495232558236
11.65,0.131770922,151.1024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,23,1518.024,2298.5787557258764
15.7,0.018968743,61.9536,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,23,1225.072,2094.6495232558236
16.75,0.008615,72.4038,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,18,739.038,2094.6495232558236
17.6,0.015775777,179.1976,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,18,3803.0496,2479.2880381898276
10.5,0.048207017,45.9376,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,28,575.2512,2094.6495232558236
8.485,0.058083831,103.199,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,38,722.393,2094.6495232558236
15.75,0.165838224,36.6506,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,28,607.2096,2094.6495232558236
7.3,0.086619573,147.6076,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,18,3251.7672,2298.5787557258764
20.25,0.102723919,93.212,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,28,1957.452,2094.6495232558236
12.857645184135976,0.053586458,89.7856,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,40,966.7416,2094.6495232558236
12.857645184135976,0.064208126,180.1976,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,40,181.0976,2479.2880381898276
15.5,0.053362086,41.577,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,21,735.709,2094.6495232558236
12.857645184135976,0.060405784,234.5616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,40,6796.4864,3178.661732144425
12.857645184135976,0.129668578,206.8638,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,40,207.0638,2479.2880381898276
19.7,0.041974489,108.6912,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,18,2183.824,2094.6495232558236
14.6,0.059741172,179.6976,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,18,5070.7328,2479.2880381898276
12.1,0.029902679,144.3444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,16,1161.1552,2298.5787557258764
19.2,0.182653772,243.0196,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,28,3374.2744,2479.2880381898276
16.85,0.139700397,147.776,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,23,2490.092,2298.5787557258764
10.695,0.0,60.5904,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,18,410.1328,2094.6495232558236
17.7,0.116723677,182.4266,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,26,5163.9448,2479.2880381898276
16.85,0.080141165,111.4544,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,18,2013.3792,2094.6495232558236
12.5,0.031549131,99.0384,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,27,197.0768,2094.6495232558236
13.1,0.037574137,174.2054,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,21,3677.2134,2479.2880381898276
18.2,0.1630653,43.3086,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,21,758.3462,2094.6495232558236
14.5,0.064224789,262.7594,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,18,7064.8038,2479.2880381898276
12.857645184135976,0.059110912,199.3426,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,40,395.4852,2479.2880381898276
20.5,0.036353098,75.8696,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,28,2386.2272,2094.6495232558236
7.725,0.029131242,123.8414,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,23,487.3656,2094.6495232558236
14.6,0.02575512,199.6084,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,23,3769.7596,2479.2880381898276
19.35,0.076744561,113.4518,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,21,1593.9252,2094.6495232558236
12.857645184135976,0.052058711,55.5588,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,40,1145.176,2094.6495232558236
7.5,0.050853901,121.7072,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,23,367.5216,2094.6495232558236
17.7,0.0,182.5292,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,38,2736.438,2479.2880381898276
6.69,0.0,176.937,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,18,4234.488,2479.2880381898276
13.35,0.10249212,230.5352,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,21,2748.4224,2479.2880381898276
12.857645184135976,0.033059299,196.4768,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,40,6306.4576,3178.661732144425
21.35,0.068765205,260.4278,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,38,3644.5892,2479.2880381898276
7.26,0.014482278,118.115,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,16,1864.24,2094.6495232558236
9.285,0.021039273,160.0578,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,26,2567.3248,2298.5787557258764
18.5,0.062609071,148.6418,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,18,1765.7016,2298.5787557258764
12.3,0.106327251,172.8396,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,28,2616.594,2479.2880381898276
18.85,0.016132592,130.2626,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,26,3016.7398,2094.6495232558236
12.35,0.033754478,199.0426,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,21,3361.6242,2479.2880381898276
8.235,0.014488997,183.795,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,23,2929.52,2479.2880381898276
6.885,0.1408005,111.4228,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,18,2984.1156,2094.6495232558236
12.857645184135976,0.065188619,181.1634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,40,181.7634,2479.2880381898276
9.8,0.045266806,36.9874,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,28,705.748,2094.6495232558236
13.0,0.154244343,77.9986,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,16,1168.479,2094.6495232558236
10.3,0.059160135,191.553,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,18,6641.355,2479.2880381898276
17.6,0.065649353,94.841,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,27,193.082,2094.6495232558236
12.857645184135976,0.014232071,100.9332,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,40,1743.0644,2094.6495232558236
12.857645184135976,0.13121032,74.0354,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,40,75.2354,2094.6495232558236
10.0,0.038653608,245.4144,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,38,7105.4176,2479.2880381898276
18.5,0.033997473,129.9284,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,26,1845.5976,2094.6495232558236
17.1,0.038816115,166.4842,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,23,1326.2736,2479.2880381898276
12.857645184135976,0.19244045,43.9428,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,40,131.8284,2094.6495232558236
16.2,0.016687114,96.9726,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,23,1076.5986,2094.6495232558236
16.0,0.090111173,141.3154,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,26,3261.7542,2298.5787557258764
10.5,0.071257912,121.3098,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,28,843.5686,2094.6495232558236
12.857645184135976,0.024407061,102.3332,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,40,1948.1308,2094.6495232558236
17.25,0.125734578,41.748,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,16,199.74,2094.6495232558236
12.857645184135976,0.154627247,177.637,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,40,5469.547,3178.661732144425
8.195,0.0,93.1462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,16,647.8234,2094.6495232558236
6.635,0.006351876,120.3098,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,16,1446.1176,2094.6495232558236
20.35,0.054011943,116.5466,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,38,1885.5456,2094.6495232558236
12.857645184135976,0.159193194,92.712,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,40,3635.268,2094.6495232558236
11.65,0.033830011,111.686,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,38,1584.604,2094.6495232558236
